State,Step,X,Theta,U
30.0,120392.0,0.009125256910920143,-0.006135923322290182,0.14288240671157837
30.0,120395.0,0.009125256910920143,-0.006135923322290182,0.1351967453956604
30.0,120399.0,0.009125256910920143,-0.006135923322290182,0.1277938038110733
30.0,120402.0,0.009121149778366089,-0.006135923322290182,0.12389549612998962
30.0,120407.0,0.009112936444580555,-0.006135923322290182,0.11987258493900299
30.0,120410.0,0.009112936444580555,-0.006135923322290182,0.11453966051340103
30.0,120414.0,0.0091088293120265,-0.006135923322290182,0.10790173709392548
30.0,120418.0,0.0091088293120265,-0.006135923322290182,0.10308229923248291
30.0,120421.0,0.009104723110795021,-0.006135923322290182,0.09678958356380463
30.0,120426.0,0.009104723110795021,-0.006135923322290182,0.09079748392105103
30.0,120430.0,0.009104723110795021,-0.006135923322290182,0.08502140641212463
30.0,120433.0,0.009104723110795021,-0.006135923322290182,0.08082596957683563
30.0,120437.0,0.009104723110795021,-0.006135923322290182,0.0740835964679718
30.0,120443.0,0.009104723110795021,-0.006135923322290182,0.06890583038330078
30.0,120446.0,0.009104723110795021,-0.006135923322290182,0.06391200423240662
30.0,120450.0,0.009104723110795021,-0.006135923322290182,0.0590948611497879
30.0,120453.0,0.009104723110795021,-0.0076699042692780495,0.321938693523407
30.0,120457.0,0.009100615978240967,-0.0076699042692780495,0.3130374848842621
30.0,120460.0,0.009096508845686913,-0.0076699042692780495,0.30695080757141113
30.0,120464.0,0.009088295511901379,-0.0076699042692780495,0.3015681207180023
30.0,120468.0,0.00907186884433031,-0.0076699042692780495,0.2987919747829437
30.0,120472.0,0.009059548377990723,-0.0076699042692780495,0.2937358617782593
30.0,120475.0,0.009047227911651134,-0.0076699042692780495,0.28889206051826477
30.0,120479.0,0.00904312077909708,-0.0076699042692780495,0.28276386857032776
30.0,120483.0,0.009034907445311546,-0.0076699042692780495,0.27758172154426575
30.0,120487.0,0.009034907445311546,-0.0076699042692780495,0.2682914137840271
30.0,120491.0,0.009030801244080067,-0.0076699042692780495,0.2620174288749695
30.0,120494.0,0.009030801244080067,-0.0076699042692780495,0.25392359495162964
30.0,120498.0,0.009030801244080067,-0.0076699042692780495,0.24805007874965668
30.0,120501.0,0.009030801244080067,-0.0076699042692780495,0.2404717206954956
30.0,120507.0,0.009030801244080067,-0.00920388475060463,0.496245801448822
30.0,120511.0,0.009026694111526012,-0.00920388475060463,0.4849610924720764
30.0,120515.0,0.009014373645186424,-0.00920388475060463,0.477071076631546
30.0,120519.0,0.008993839845061302,-0.00920388475060463,0.4724683463573456
30.0,120523.0,0.00897330604493618,-0.00920388475060463,0.46804699301719666
30.0,120527.0,0.008944558911025524,-0.00920388475060463,0.46676334738731384
30.0,120531.0,0.008919917978346348,-0.00920388475060463,0.4640688896179199
30.0,120534.0,0.008899384178221226,-0.00920388475060463,0.4630020260810852
30.0,120538.0,0.00887474324554205,-0.00920388475060463,0.4603821337223053
30.0,120541.0,0.008858316577970982,-0.00920388475060463,0.458011269569397
30.0,120545.0,0.008833675645291805,-0.00920388475060463,0.4555768370628357
30.0,120548.0,0.008821355178952217,-0.00920388475060463,0.4504641890525818
30.0,120552.0,0.008809034712612629,-0.00920388475060463,0.4452652931213379
30.0,120556.0,0.00879671424627304,-0.010737866163253784,0.7027881145477295
30.0,120560.0,0.008784394711256027,-0.010737866163253784,0.6936121582984924
30.0,120563.0,0.008759753778576851,-0.010737866163253784,0.6867331862449646
30.0,120576.0,0.008603695780038834,-0.010737866163253784,0.6929939985275269
30.0,120580.0,0.008550307713449001,-0.010737866163253784,0.7026408910751343
30.0,120584.0,0.008472279645502567,-0.010737866163253784,0.7164400815963745
30.0,120588.0,0.00838193017989397,-0.010737866163253784,0.7357627749443054
30.0,120592.0,0.008271046914160252,-0.010737866163253784,0.7528159618377686
30.0,120595.0,0.008151950314640999,-0.010737866163253784,0.7783666253089905
30.0,120599.0,0.008057494647800922,-0.00920388475060463,0.5309783220291138
30.0,120602.0,0.007958931848406792,-0.00920388475060463,0.5653789639472961
30.0,120607.0,0.007811088114976883,-0.00920388475060463,0.5926921963691711
30.0,120610.0,0.007733059581369162,-0.00920388475060463,0.6131578683853149
30.0,120613.0,0.007646817248314619,-0.00920388475060463,0.6250902414321899
30.0,120617.0,0.007593429181724787,-0.00920388475060463,0.6341503858566284
30.0,120621.0,0.007527720648795366,-0.00920388475060463,0.6414746046066284
30.0,120625.0,0.00746611924842,-0.00920388475060463,0.6471115350723267
30.0,120629.0,0.0074045173823833466,-0.00920388475060463,0.652609646320343
30.0,120632.0,0.007338808849453926,-0.00920388475060463,0.6577664017677307
30.0,120636.0,0.007289527915418148,-0.00920388475060463,0.6644833087921143
30.0,120640.0,0.007211498916149139,-0.00920388475060463,0.6695639491081238
30.0,120644.0,0.007162217516452074,-0.00920388475060463,0.6759898662567139
30.0,120648.0,0.007096509449183941,-0.00920388475060463,0.6807018518447876
30.0,120651.0,0.00703080091625452,-0.00920388475060463,0.6868471503257751
30.0,120655.0,0.0069650923833251,-0.00920388475060463,0.6928409934043884
30.0,120659.0,0.006915810983628035,-0.00920388475060463,0.6986894011497498
30.0,120662.0,0.006850102450698614,-0.010737866163253784,0.9723508954048157
30.0,120666.0,0.006800821516662836,-0.010737866163253784,0.9719746708869934
30.0,120669.0,0.006731006316840649,-0.010737866163253784,0.9732638597488403
30.0,120673.0,0.006644763983786106,-0.010737866163253784,0.9804461002349854
30.0,120677.0,0.0065667349845170975,-0.010737866163253784,0.9948846101760864
30.0,120680.0,0.006443531718105078,-0.010737866163253784,1.0106451511383057
30.0,120684.0,0.006332648918032646,-0.00920388475060463,0.7741401195526123
30.0,120691.0,0.006024640519171953,-0.00920388475060463,0.8507022261619568
30.0,120695.0,0.005843942519277334,-0.00920388475060463,0.8932787775993347
30.0,120699.0,0.005667351186275482,-0.00920388475060463,0.9329947233200073
30.0,120703.0,0.005486653186380863,-0.0076699042692780495,0.6936651468276978
30.0,120707.0,0.005289527587592602,-0.0076699042692780495,0.7569260597229004
30.0,120711.0,0.005092402454465628,-0.0076699042692780495,0.7936147451400757
30.0,120715.0,0.0048952773213386536,-0.0076699042692780495,0.8411130309104919
30.0,120718.0,0.004751540254801512,-0.0076699042692780495,0.8840578198432922
30.0,120721.0,0.0045626284554600716,-0.006135923322290182,0.6497519612312317
30.0,120725.0,0.0044106775894761086,-0.006135923322290182,0.699089765548706
30.0,120729.0,0.004225872922688723,-0.006135923322290182,0.7423540353775024
30.0,120733.0,0.004049281124025583,-0.006135923322290182,0.7712940573692322
30.0,120737.0,0.0038809035904705524,-0.006135923322290182,0.8063077926635742
30.0,120741.0,0.003720739157870412,-0.006135923322290182,0.8372158408164978
30.0,120744.0,0.003593429224565625,-0.004601942375302315,0.6067647337913513
30.0,120748.0,0.00342094455845654,-0.004601942375302315,0.6444032788276672
30.0,120752.0,0.003260780358687043,-0.004601942375302315,0.6692172288894653
30.0,120755.0,0.00310882949270308,-0.004601942375302315,0.6989069581031799
30.0,120759.0,0.003010266926139593,-0.004601942375302315,0.7187754511833191
30.0,120762.0,0.0028911703266203403,-0.004601942375302315,0.7314472198486328
30.0,120775.0,0.002550307894125581,-0.004601942375302315,0.775745153427124
30.0,120779.0,0.0024147843942046165,-0.004601942375302315,0.7861028909683228
30.0,120783.0,0.0023367556277662516,-0.004601942375302315,0.7962460517883301
30.0,120787.0,0.002229979494586587,-0.004601942375302315,0.8029597401618958
30.0,120790.0,0.002156057395040989,-0.004601942375302315,0.8097519874572754
30.0,120794.0,0.002057494828477502,-0.004601942375302315,0.8164312243461609
30.0,120798.0,0.001958932261914015,-0.004601942375302315,0.8230018615722656
30.0,120802.0,0.001860369578935206,-0.006135923322290182,1.09420645236969
30.0,120805.0,0.00175770022906363,-0.006135923322290182,1.0962212085723877
30.0,120809.0,0.00166324432939291,-0.006135923322290182,1.1072086095809937
30.0,120814.0,0.0014784394297748804,-0.006135923322290182,1.1268681287765503
30.0,120817.0,0.001351129380054772,-0.006135923322290182,1.1534098386764526
30.0,120822.0,0.0011129362974315882,-0.004601942375302315,0.9316933155059814
30.0,120826.0,0.0009075975394807756,-0.004601942375302315,0.9641340374946594
30.0,120829.0,0.0007515400648117065,-0.004601942375302315,1.0051993131637573
30.0,120833.0,0.0005379876820370555,-0.004601942375302315,1.038884162902832
30.0,120837.0,0.00030800822423771024,-0.004601942375302315,1.0865284204483032
30.0,120840.0,6.570841651409864e-05,-0.003067961661145091,0.8722348213195801
30.0,120845.0,-0.00018480492872186005,-0.003067961661145091,0.9299529194831848
30.0,120849.0,-0.0004394250572659075,-0.003067961661145091,0.9872637391090393
30.0,120852.0,-0.0006940451567061245,-0.0015339808305725455,0.7763836979866028
30.0,120856.0,-0.0008829568978399038,-0.0015339808305725455,0.8359673619270325
30.0,120860.0,-0.0011416837805882096,-0.0015339808305725455,0.8801286220550537
30.0,120863.0,-0.001330595463514328,-0.0015339808305725455,0.9363513588905334
30.0,120867.0,-0.001585215562954545,0.0,0.7087301015853882
30.0,120870.0,-0.0017741273622959852,0.0,0.7662843465805054
30.0,120874.0,-0.002016426995396614,0.0,0.8190294504165649
30.0,120878.0,-0.002250513294711709,0.0,0.8641523122787476
30.0,120881.0,-0.0024147843942046165,0.0015339808305725455,0.6273737549781799
30.0,120885.0,-0.0026283366605639458,0.0015339808305725455,0.6716331839561462
30.0,120888.0,-0.002833675593137741,0.0015339808305725455,0.7009207010269165
30.0,120892.0,-0.0029691990930587053,0.0015339808305725455,0.7235874533653259
30.0,120896.0,-0.0031416837591677904,0.0015339808305725455,0.7500379085540771
30.0,120899.0,-0.00326488702557981,0.0015339808305725455,0.772794783115387
30.0,120902.0,-0.003416837891563773,0.0015339808305725455,0.7849870920181274
30.0,120906.0,-0.003519507125020027,0.0015339808305725455,0.7964462637901306
30.0,120909.0,-0.0036468172911554575,0.0015339808305725455,0.8022800087928772
30.0,120913.0,-0.003737166291102767,0.0015339808305725455,0.806571900844574
30.0,120917.0,-0.0038562628906220198,0.0015339808305725455,0.8118048310279846
30.0,120920.0,-0.003971252590417862,0.0015339808305725455,0.8155443072319031
30.0,120924.0,-0.0040574949234724045,0.0015339808305725455,0.819331169128418
30.0,120928.0,-0.004168377723544836,0.0015339808305725455,0.8206995129585266
30.0,120931.0,-0.004250513389706612,0.0015339808305725455,0.8216410279273987
30.0,120937.0,-0.00439835712313652,0.0,1.08719801902771
30.0,120940.0,-0.004501026589423418,0.0,1.0812132358551025
30.0,120945.0,-0.004620123188942671,0.0,1.0815926790237427
30.0,120948.0,-0.004759753588587046,0.0,1.0895483493804932
30.0,120952.0,-0.004887063521891832,0.0,1.1107810735702515
30.0,120957.0,-0.005137577187269926,0.0,1.1487418413162231
30.0,120961.0,-0.005355236120522022,0.0015339808305725455,0.9086707830429077
30.0,120973.0,-0.00606160145252943,0.0015339808305725455,1.052431344985962
30.0,120977.0,-0.006303901318460703,0.003067961661145091,0.8315651416778564
30.0,120981.0,-0.0065626283176243305,0.003067961661145091,0.8874555230140686
30.0,120984.0,-0.006821355316787958,0.003067961661145091,0.9267241358757019
30.0,120988.0,-0.007018480449914932,0.004601942375302315,0.7102776169776917
30.0,120992.0,-0.00727720744907856,0.004601942375302315,0.7533770203590393
30.0,120995.0,-0.007527720648795366,0.004601942375302315,0.8047801852226257
30.0,120999.0,-0.007708419114351273,0.004601942375302315,0.8501407504081726
30.0,121002.0,-0.00793839804828167,0.006135923322290182,0.6116594672203064
30.0,121008.0,-0.008205338381230831,0.006135923322290182,0.6616373658180237
30.0,121012.0,-0.008406571112573147,0.006135923322290182,0.7023293375968933
30.0,121016.0,-0.008591375313699245,0.006135923322290182,0.7230756282806396
30.0,121019.0,-0.008718686178326607,0.006135923322290182,0.743653416633606
30.0,121024.0,-0.008924024179577827,0.006135923322290182,0.7622364163398743
30.0,121028.0,-0.00907186884433031,0.006135923322290182,0.7744461894035339
30.0,121031.0,-0.009174537844955921,0.006135923322290182,0.7819688320159912
30.0,121035.0,-0.009305954910814762,0.006135923322290182,0.787972629070282
30.0,121039.0,-0.009457905776798725,0.006135923322290182,0.7895209193229675
30.0,121043.0,-0.009548254311084747,0.006135923322290182,0.7912216186523438
30.0,121047.0,-0.00966324470937252,0.006135923322290182,0.7914823293685913
30.0,121051.0,-0.009778234176337719,0.006135923322290182,0.7919995188713074
30.0,121054.0,-0.009885010309517384,0.006135923322290182,0.789740264415741
30.0,121059.0,-0.009995893575251102,0.006135923322290182,0.7892396450042725
30.0,121062.0,-0.010069815441966057,0.006135923322290182,0.784521222114563
30.0,121066.0,-0.010164271108806133,0.006135923322290182,0.7786959409713745
30.0,121069.0,-0.010234085842967033,0.006135923322290182,0.7742158770561218
30.0,121073.0,-0.010328542441129684,0.006135923322290182,0.767599880695343
30.0,121077.0,-0.010422998107969761,0.006135923322290182,0.7643897533416748
30.0,121080.0,-0.010517453774809837,0.004601942375302315,1.0300641059875488
30.0,121084.0,-0.010587269440293312,0.004601942375302315,1.0220558643341064
30.0,121088.0,-0.010685831308364868,0.004601942375302315,1.0119305849075317
30.0,121091.0,-0.010796714574098587,0.004601942375302315,1.0106972455978394
30.0,121096.0,-0.010924024507403374,0.004601942375302315,1.0137447118759155
30.0,121099.0,-0.011026694439351559,0.004601942375302315,1.0198653936386108
30.0,121103.0,-0.011174538172781467,0.004601942375302315,1.0293020009994507
30.0,121106.0,-0.011334702372550964,0.006135923322290182,0.7763115763664246
30.0,121110.0,-0.011470225639641285,0.006135923322290182,0.8041805624961853
30.0,121113.0,-0.01163860410451889,0.006135923322290182,0.820103645324707
30.0,121117.0,-0.011761806905269623,0.006135923322290182,0.8393547534942627
30.0,121121.0,-0.01191786490380764,0.006135923322290182,0.853110671043396
30.0,121124.0,-0.012032854370772839,0.006135923322290182,0.8685947060585022
30.0,121128.0,-0.012188911437988281,0.006135923322290182,0.8867436647415161
30.0,121132.0,-0.012353182770311832,0.006135923322290182,0.9011741280555725
30.0,121136.0,-0.012525667436420918,0.0076699042692780495,0.6612468361854553
30.0,121141.0,-0.012755646370351315,0.0076699042692780495,0.692703902721405
30.0,121144.0,-0.012919917702674866,0.0076699042692780495,0.7157942652702332
30.0,121148.0,-0.013034907169640064,0.0076699042692780495,0.7353451251983643
30.0,121152.0,-0.013182751834392548,0.0076699042692780495,0.7459519505500793
30.0,121158.0,-0.013396304100751877,0.0076699042692780495,0.7666522264480591
30.0,121161.0,-0.013498973101377487,0.0076699042692780495,0.777635395526886
30.0,121174.0,-0.013872689567506313,0.0076699042692780495,0.7858612537384033
30.0,121178.0,-0.013971252366900444,0.0076699042692780495,0.7837108373641968
