State,Step,X,Theta,U
20.0,1183598.0,0.014464065432548523,0.0015339808305725455,-0.5170079469680786
20.0,1183601.0,0.014464065432548523,0.0015339808305725455,-0.5170079469680786
20.0,1183607.0,0.014464065432548523,0.0015339808305725455,-0.5170079469680786
20.0,1183611.0,0.014464065432548523,0.0015339808305725455,-0.5170079469680786
20.0,1183615.0,0.014464065432548523,0.0015339808305725455,-0.5170079469680786
20.0,1183619.0,0.014464065432548523,0.0015339808305725455,-0.5170079469680786
20.0,1183622.0,0.014464065432548523,0.0015339808305725455,-0.5170079469680786
20.0,1183626.0,0.014464065432548523,0.0015339808305725455,-0.5170079469680786
20.0,1183630.0,0.014464065432548523,0.0015339808305725455,-0.5170079469680786
20.0,1183633.0,0.014464065432548523,0.0015339808305725455,-0.5170079469680786
20.0,1183637.0,0.014464065432548523,0.0015339808305725455,-0.5170079469680786
20.0,1183640.0,0.014464065432548523,0.0015339808305725455,-0.5170079469680786
20.0,1183644.0,0.014464065432548523,0.0015339808305725455,-0.5170079469680786
20.0,1183647.0,0.014464065432548523,0.0015339808305725455,-0.5170079469680786
20.0,1183650.0,0.014464065432548523,0.0015339808305725455,-0.5170079469680786
20.0,1183654.0,0.014464065432548523,0.0015339808305725455,-0.5170079469680786
20.0,1183658.0,0.014464065432548523,0.0015339808305725455,-0.5170079469680786
20.0,1183661.0,0.014464065432548523,0.0015339808305725455,-0.5170079469680786
20.0,1183664.0,0.014464065432548523,0.0015339808305725455,-0.5170079469680786
20.0,1183669.0,0.014464065432548523,0.0015339808305725455,-0.5170079469680786
20.0,1183674.0,0.014464065432548523,0.0015339808305725455,-0.5170079469680786
20.0,1183677.0,0.014464065432548523,0.0015339808305725455,-0.5170079469680786
20.0,1183681.0,0.014464065432548523,0.0015339808305725455,-0.5170079469680786
20.0,1183684.0,0.014464065432548523,0.0015339808305725455,-0.5170079469680786
20.0,1183688.0,0.014464065432548523,0.0015339808305725455,-0.5170079469680786
20.0,1183691.0,0.014464065432548523,0.0015339808305725455,-0.5170079469680786
20.0,1183694.0,0.014464065432548523,0.0015339808305725455,-0.5170079469680786
20.0,1183698.0,0.014464065432548523,0.0015339808305725455,-0.5170079469680786
20.0,1183701.0,0.014464065432548523,0.0015339808305725455,-0.5170079469680786
20.0,1183705.0,0.014464065432548523,0.0015339808305725455,-0.5170079469680786
20.0,1183709.0,0.014464065432548523,0.0015339808305725455,-0.5170079469680786
20.0,1183712.0,0.014464065432548523,0.0015339808305725455,-0.5170079469680786
20.0,1183716.0,0.014464065432548523,0.0015339808305725455,-0.5170079469680786
20.0,1183720.0,0.014464065432548523,0.0015339808305725455,-0.5170079469680786
20.0,1183723.0,0.014464065432548523,0.0015339808305725455,-0.5170079469680786
20.0,1183727.0,0.014464065432548523,0.0015339808305725455,-0.5170079469680786
20.0,1183731.0,0.014464065432548523,0.0015339808305725455,-0.5170079469680786
20.0,1183734.0,0.014464065432548523,0.0015339808305725455,-0.5170079469680786
20.0,1183738.0,0.014464065432548523,0.0015339808305725455,-0.5170079469680786
20.0,1183741.0,0.014464065432548523,0.0015339808305725455,-0.5170079469680786
20.0,1183744.0,0.014464065432548523,0.0015339808305725455,-0.5170079469680786
20.0,1183748.0,0.014464065432548523,0.0015339808305725455,-0.5170079469680786
20.0,1183753.0,0.014464065432548523,0.0015339808305725455,-0.5170079469680786
20.0,1183756.0,0.014464065432548523,0.0015339808305725455,-0.5170079469680786
20.0,1183760.0,0.014464065432548523,0.0015339808305725455,-0.5170079469680786
20.0,1183763.0,0.014464065432548523,0.0015339808305725455,-0.5170079469680786
20.0,1183776.0,0.014464065432548523,0.0015339808305725455,-0.5170079469680786
20.0,1183780.0,0.014464065432548523,0.0015339808305725455,-0.5170079469680786
20.0,1183783.0,0.014464065432548523,0.0015339808305725455,-0.5170079469680786
20.0,1183788.0,0.014464065432548523,0.0015339808305725455,-0.5170079469680786
20.0,1183792.0,0.014464065432548523,0.0015339808305725455,-0.5170079469680786
20.0,1183798.0,0.014464065432548523,0.0015339808305725455,-0.5170079469680786
20.0,1183801.0,0.014464065432548523,0.0015339808305725455,-0.5170079469680786
20.0,1183804.0,0.014464065432548523,0.0015339808305725455,-0.5170079469680786
20.0,1183808.0,0.014464065432548523,0.0015339808305725455,-0.5170079469680786
20.0,1183812.0,0.014464065432548523,0.0015339808305725455,-0.5170079469680786
20.0,1183815.0,0.014464065432548523,0.0015339808305725455,-0.5170079469680786
20.0,1183819.0,0.014464065432548523,0.0015339808305725455,-0.5170079469680786
20.0,1183822.0,0.014464065432548523,0.0015339808305725455,-0.5170079469680786
20.0,1183826.0,0.014464065432548523,0.0015339808305725455,-0.5170079469680786
20.0,1183830.0,0.014464065432548523,0.0015339808305725455,-0.5170079469680786
20.0,1183833.0,0.014464065432548523,0.0015339808305725455,-0.5170079469680786
20.0,1183837.0,0.014464065432548523,0.0015339808305725455,-0.5170079469680786
20.0,1183840.0,0.014464065432548523,0.0015339808305725455,-0.5170079469680786
20.0,1183844.0,0.014464065432548523,0.0015339808305725455,-0.5170079469680786
20.0,1183848.0,0.014464065432548523,0.0015339808305725455,-0.5170079469680786
20.0,1183851.0,0.014464065432548523,0.0015339808305725455,-0.5170079469680786
20.0,1183856.0,0.014464065432548523,0.0015339808305725455,-0.5170079469680786
20.0,1183860.0,0.014464065432548523,0.0015339808305725455,-0.5170079469680786
20.0,1183864.0,0.014464065432548523,0.0015339808305725455,-0.5170079469680786
20.0,1183868.0,0.014464065432548523,0.0015339808305725455,-0.5170079469680786
20.0,1183872.0,0.014464065432548523,0.0015339808305725455,-0.5170079469680786
20.0,1183875.0,0.014464065432548523,0.0015339808305725455,-0.5170079469680786
20.0,1183879.0,0.014464065432548523,0.0015339808305725455,-0.5170079469680786
20.0,1183882.0,0.014464065432548523,0.0015339808305725455,-0.5170079469680786
20.0,1183886.0,0.014464065432548523,0.0015339808305725455,-0.5170079469680786
20.0,1183889.0,0.014464065432548523,0.0015339808305725455,-0.5170079469680786
20.0,1183893.0,0.014464065432548523,0.0015339808305725455,-0.5170079469680786
20.0,1183896.0,0.014464065432548523,0.0015339808305725455,-0.5170079469680786
20.0,1183900.0,0.014464065432548523,0.0015339808305725455,-0.5170079469680786
20.0,1183904.0,0.014464065432548523,0.0015339808305725455,-0.5170079469680786
20.0,1183908.0,0.014464065432548523,0.0015339808305725455,-0.5170079469680786
20.0,1183912.0,0.014464065432548523,0.0015339808305725455,-0.5170079469680786
20.0,1183915.0,0.014464065432548523,0.0015339808305725455,-0.5170079469680786
20.0,1183921.0,0.014464065432548523,0.0015339808305725455,-0.5170079469680786
20.0,1183924.0,0.014464065432548523,0.0015339808305725455,-0.5170079469680786
20.0,1183928.0,0.014464065432548523,0.0015339808305725455,-0.5170079469680786
20.0,1183932.0,0.014464065432548523,0.0015339808305725455,-0.5170079469680786
20.0,1183935.0,0.014464065432548523,0.0015339808305725455,-0.5170079469680786
20.0,1183939.0,0.014464065432548523,0.0015339808305725455,-0.5170079469680786
20.0,1183942.0,0.014464065432548523,0.0015339808305725455,-0.5170079469680786
20.0,1183946.0,0.014464065432548523,0.0015339808305725455,-0.5170079469680786
20.0,1183949.0,0.014464065432548523,0.0015339808305725455,-0.5170079469680786
20.0,1183953.0,0.014464065432548523,0.0015339808305725455,-0.5170079469680786
20.0,1183956.0,0.014464065432548523,0.0015339808305725455,-0.5170079469680786
20.0,1183960.0,0.014464065432548523,0.0015339808305725455,-0.5170079469680786
20.0,1183973.0,0.014464065432548523,0.0015339808305725455,-0.5170079469680786
20.0,1183977.0,0.014464065432548523,0.0015339808305725455,-0.5170079469680786
20.0,1183981.0,0.014464065432548523,0.0015339808305725455,-0.5170079469680786
20.0,1183986.0,0.014464065432548523,0.0015339808305725455,-0.5170079469680786
20.0,1183990.0,0.014464065432548523,0.0015339808305725455,-0.5170079469680786
20.0,1183994.0,0.014464065432548523,0.0015339808305725455,-0.5170079469680786
20.0,1183998.0,0.014464065432548523,0.0015339808305725455,-0.5170079469680786
20.0,1184002.0,0.014464065432548523,0.0015339808305725455,-0.5170079469680786
20.0,1184005.0,0.014464065432548523,0.0015339808305725455,-0.5170079469680786
20.0,1184008.0,0.014464065432548523,0.0015339808305725455,-0.5170079469680786
20.0,1184012.0,0.014464065432548523,0.0015339808305725455,-0.5170079469680786
20.0,1184016.0,0.014464065432548523,0.0015339808305725455,-0.5170079469680786
20.0,1184020.0,0.014464065432548523,0.0015339808305725455,-0.5170079469680786
20.0,1184023.0,0.014464065432548523,0.0015339808305725455,-0.5170079469680786
20.0,1184027.0,0.014464065432548523,0.0015339808305725455,-0.5170079469680786
20.0,1184030.0,0.014464065432548523,0.0015339808305725455,-0.5170079469680786
20.0,1184034.0,0.014464065432548523,0.0015339808305725455,-0.5170079469680786
20.0,1184038.0,0.014464065432548523,0.0015339808305725455,-0.5170079469680786
20.0,1184041.0,0.014464065432548523,0.0015339808305725455,-0.5170079469680786
20.0,1184044.0,0.014464065432548523,0.0015339808305725455,-0.5170079469680786
20.0,1184048.0,0.014464065432548523,0.0015339808305725455,-0.5170079469680786
20.0,1184052.0,0.014464065432548523,0.0015339808305725455,-0.5170079469680786
20.0,1184055.0,0.014464065432548523,0.0015339808305725455,-0.5170079469680786
20.0,1184059.0,0.014464065432548523,0.0015339808305725455,-0.5170079469680786
20.0,1184062.0,0.014464065432548523,0.0015339808305725455,-0.5170079469680786
20.0,1184066.0,0.014464065432548523,0.0015339808305725455,-0.5170079469680786
20.0,1184070.0,0.014464065432548523,0.0015339808305725455,-0.5170079469680786
20.0,1184073.0,0.014464065432548523,0.0015339808305725455,-0.5170079469680786
20.0,1184077.0,0.014464065432548523,0.0015339808305725455,-0.5170079469680786
20.0,1184080.0,0.014464065432548523,0.0015339808305725455,-0.5170079469680786
20.0,1184084.0,0.014464065432548523,0.0015339808305725455,-0.5170079469680786
20.0,1184088.0,0.014464065432548523,0.0015339808305725455,-0.5170079469680786
20.0,1184091.0,0.014464065432548523,0.0015339808305725455,-0.5170079469680786
20.0,1184094.0,0.014464065432548523,0.0015339808305725455,-0.5170079469680786
20.0,1184098.0,0.014464065432548523,0.0015339808305725455,-0.5170079469680786
20.0,1184101.0,0.014464065432548523,0.0015339808305725455,-0.5170079469680786
20.0,1184106.0,0.014464065432548523,0.0015339808305725455,-0.5170079469680786
20.0,1184111.0,0.014464065432548523,0.0015339808305725455,-0.5170079469680786
20.0,1184115.0,0.014464065432548523,0.0015339808305725455,-0.5170079469680786
20.0,1184119.0,0.014464065432548523,0.0015339808305725455,-0.5170079469680786
20.0,1184122.0,0.014464065432548523,0.0015339808305725455,-0.5170079469680786
